무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
H4157,경기도,성남시,시도,,양현로,3,경기도 성남시 분당구 이매동 112번지,37.3969982,127.1255493,이매초교 앞 어린이보호구역(분당구청→성남시청),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H4159,경기도,성남시,시도,,서판교로,3,경기도 성남시 분당구 판교동 512-4,37.3948462,127.0980601,낙생초교 앞 어린이보호구역(판교동행정복지센터→낙원중학교),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
J4256,경기도,성남시,기타,,대왕판교로712번길,3,경기도 성남시 분당구 삼평동 산 2-27,37.40724758,127.1038002,"수도권제1순환고속도로 0.9km 시점 3,4차로(청계TG→성남TG)",99,100,일반,2025,경기도남부경찰청,031-888-3952,2025-09-08
J6940,경기도,성남시,시도,,판교로,3,경기도 성남시 분당구 삼평동 688-1번지,37.4031211,127.1123836,봇들사거리(판교공원→송현초교),2,50,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J6942,경기도,성남시,시도,,판교로,3,경기도 성남시 분당구 판교동 497번지,37.4001793,127.0951955,성내미사거리(성남송현초교→판교공원),2,50,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
분당운중-A-61,경기도,성남시,기타,,운중로,3,경기도 성남시 분당구 운중동 1036-1,37.389902,127.079951,산운초등학교 후문,4,0,일반,2014,경기도 성남시청,031-729-8743,2025-11-11
G8873,경기도,성남시,시도,,야탑로,1,경기도 성남시 분당구 야탑동 168-24,37.4065868,127.1468223,양촌어린이공원 앞 어린이보호구역(상탑초교)(야탑역→분당테크노파크),2,30,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
G8874,경기도,성남시,시도,,정자로,2,경기도 성남시 분당구 정자동 189-11,37.3634057,127.1211364,우성6단지아파트 613동 앞 어린이보호구역(불정초교)(분당경찰서→불정삼거리),2,30,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
G8875,경기도,성남시,시도,,무지개로,1,경기도 성남시 분당구 구미동 241번지,37.3404374,127.1184301,불곡초교 앞 어린이보호구역(구미파출소→오리역),2,30,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
G8671,경기도,성남시,고속국도,,분당수서로,3,경기도 성남시 분당구 정자동 6-3번지,37.3722568,127.1039066,푸른고등학교 입구 앞 삼거리(한국잡월드→분당경찰서),2,60,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
J7485,경기도,성남시,시도,,미금로,3,경기도 성남시 분당구 금곡동 126번지 청솔마을주공6단지아파트,37.35344101,127.1105381,청솔종합사회복지관 앞 어린이보호구역(이솔유치원)(미금초교→청솔마을사거리),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J7486,경기도,성남시,시도,,무지개로,3,경기도 성남시 분당구 구미동 303-6,37.34034801,127.1180291,구미공원입구 건너편 어린이보호구역(불곡초교)(오리역→구미파출소),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J0490,경기도,성남시,시도,,성남대로,3,경기도 성남시 분당구 구미동 23-1번지,37.34977901,127.1090771,미금역사거리(오리역→정자역),1,60,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
G8872,경기도,성남시,시도,,야탑로,2,경기도 성남시 분당구 야탑동 197-2,37.4072286,127.1455133,야탑5교 앞 어린이보호구역(상탑초교)(분당테크노파크→야탑역),2,30,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
H7588,경기도,성남시,시도,,분당수서간도시고속화도로,3,경기도 성남시 분당구 금곡동 196,37.35404601,127.1045381,두산위브아파트 101동 앞)(용인→분당경찰서),1,80,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7591,경기도,성남시,시도,,분당수서간도시고속화도로,3,경기도 성남시 분당구 야탑동 485-2,37.41034601,127.1186311,탄천운동장 앞) 3차로(분당구청→탄천IC),1,80,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
J2605,경기도,성남시,지방도,,서현로,3,경기도 성남시 분당구 서현동 333-2,37.37674073,127.1396076,서당삼거리(서현로)(율동공원→판교IC),2,60,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
H8802,경기도,성남시,시도,,판교로,3,경기도 성남시 분당구 야탑동 168-4,37.40657701,127.1421671,돌마사거리(하탑중학교→상탑초교),2,50,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H9849,경기도,성남시,시도,,누엣공원로,3,경기도 성남시 분당구 이매동 125,37.39031101,127.1254921,누엣길어린이공원앞 어린이보호구역(KDLP창의샘)(분당소방서→청구6단지),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
J0397,경기도,성남시,지방도,,판교백현로,3,경기도 성남시 분당구 백현동 511-25번지,37.3878701,127.0783352,생태복원터널 앞(한국잡월드→서판교IC),1,60,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J0631,경기도,성남시,시도,,구미로,3,경기도 성남시 분당구 구미동 201번지,37.33815601,127.1158731,무지개사거리 어린이보호구역(구미초교)(구미파출소→오리역),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J0773,경기도,성남시,시도,,성남대로,3,경기도 성남시 분당구 수내동 40-2,37.3821744,127.1215297,서현사거리(성남시청→장자역),2,60,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H6233,경기도,성남시,시도,,수내로,1,경기도 성남시 분당구 수내동 73번지 푸른마을,37.3701721,127.1273749,수내중학교앞 어린이보호구역(샛별유치원)(샛별사거리→샛별삼거리),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H5667,경기도,성남시,시도,,중앙공원로39번길,3,경기도 성남시 분당구 서현동 289-3,37.3820585,127.1281601,삼성한신상가 앞 어린이보호구역(서현초교)(양영중학교→서현역),1,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
J4554,경기도,성남시,시도,,분당로,3,경기도 성남시 분당구 분당동 65-4,37.3733826,127.1324702,당촌초교 앞 어린이보호구역(분당구청→분당대진고교),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J3299,경기도,성남시,시도,,돌마로366번길,3,경기도 성남시 분당구 수내동 73번지 푸른마을,37.3688368,127.1253671,푸른어린이공원 어린이보호구역(내정초교)(수내고교→내정초교),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
H5679,경기도,성남시,시도,,내정로173번길,3,경기도 성남시 분당구 수내동 35번지,37.3767977,127.1175711,초림초등학교 어린이보호구역(내정초등학교→수내역),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H5686,경기도,성남시,시도,,느티로,3,경기도 성남시 분당구 정자동 88번지 느티마을공무원아파트,37.3684761,127.1125228,안촌유치원 앞 어린이보호구역(느티마을사거리→한솔종합사회복지관),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
분당금곡-A-5,경기도,성남시,기타,,금곡로,3,경기도 성남시 분당구 금곡동 131,37.354658,127.1141,청솔초등학교 정문,4,0,일반,2012,경기도 성남시청,031-729-8743,2025-11-11
분당구미-D-1,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 구미1동 8-2,37.349681,127.10775,미금역 6번출구 MD프라자,4,0,일반,2008,경기도 성남시청,031-729-8743,2025-11-11
분당구미-D-4,경기도,성남시,기타,,구미로,3,경기도 성남시 분당구 구미동 300,37.35025,127.12341,서울대병원 진입로,4,0,일반,2020,경기도 성남시청,031-729-8743,2025-11-11
H8034,경기도,성남시,시도,,운중로,3,경기도 성남시 분당구 운중동 898-6,37.39141301,127.0680731,운중로사거리 (운중초) (의왕 → 분당)어린이보호구역,2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
분당서현2-D-1,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 서현동 298-3,37.376981,127.133437,효자촌 프라자,4,0,일반,2006,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-A-8,경기도,성남시,기타,,불정로,3,경기도 성남시 분당구 서현동 319,37.37466,127.140091,양영초등학교 주변,4,0,일반,2014,경기도 성남시청,031-729-8743,2025-11-11
J4341,경기도,성남시,시도,,판교원로,3,경기도 성남시 분당구 운중동 921-9번지,37.3895695,127.0731654,운중하나어린이집 앞 어린이보호구역(운중교→산운초교),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
G3708,경기도,성남시,시도,,돌마로,3,경기도 성남시 분당구 정자동 257-1,37.35921901,127.1189981,불정사거리(중앙공원-&amp;gt;미금역),2,50,일반,2020,경기도남부경찰청,031-888-3952,2025-09-08
J7507,경기도,성남시,시도,,중앙공원로31번길,3,경기도 성남시 분당구 서현동 89-5번지,37.38186401,127.1263673,서현지구대 어린이보호구역(서현초교)(서현역→분당초교),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
분당삼평-D-14,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 616-2,37.403902,127.099176,만도중앙연구소 옆,4,0,일반,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-16,경기도,성남시,기타,,판교역로,3,경기도 성남시 분당구 삼평동 681,37.402096,127.108638,동안육교,4,0,일반,2021,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-5,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 야탑1동 364-2,37.41151,127.12945,제1환승공영주차장 입구,4,0,일반,2020,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-A-7,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 야탑동 515,37.409099,127.130378,돌마초등학교 주변,4,0,일반,2014,경기도 성남시청,031-729-8743,2025-11-11
H5153,경기도,성남시,시도,,미금로22번길,3,경기도 성남시 분당구 구미동 215번지,37.3376051,127.1190983,구미초 정문 앞 어린이보호구역(금강아파트→구미초교),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H8832,경기도,성남시,시도,,판교로,3,경기도 성남시 분당구 삼평동 717-6,37.40443101,127.1164431,송현초교사거리 어린이보호구역(판교→야탑동),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7356,경기도,성남시,시도,,서판교로,3,경기도 성남시 분당구 판교동 577번지,37.3905822,127.0975724,한림풀에버9단지 후문 앞 어린이보호구역(해나유치원)(낙생초교→광암사거리),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
분당정자1-D-4,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 정자동 156-1,37.365332,127.107705,젤존타워 Ⅱ앞,4,0,일반,2006,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-7,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자동 174-1,37.361338,127.105543,스타파크 앞,4,0,일반,2017,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-10,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 정자1동 6-3,37.372347,127.105785,늘푸른고등학교 삼거리 주변,4,0,일반,2022,경기도 성남시청,031-729-8743,2025-11-11
G1762,경기도,성남시,기타,,운중로,2,경기도 성남시 분당구 운중동 892-10,37.39145101,127.0678891,운중로사거리 어린이보호구역(운중초교)(판교동-&amp;gt;의왕),2,50,일반,2018,경기도남부경찰청,031-888-3952,2025-09-08
G4423,경기도,성남시,시도,,정자일로,2,경기도 성남시 분당구 정자동 187-4,37.35747601,127.1059711,늘푸른초교 앞 어린이보호구역(분당경찰서-&amp;gt; 늘푸른중학교),2,30,일반,2020,경기도남부경찰청,031-888-3952,2025-09-08
H3432,경기도,성남시,시도,,성남대로,3,경기도 성남시 분당구 야탑동 488-2,37.40967901,127.1284488,야탑역사거리(성남시청→분당구청),2,60,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H6946,경기도,성남시,시도,,미금로,3,경기도 성남시 분당구 구미동 77번지 까치마을,37.3487341,127.1162105,까치마을115동 어린이보호구역(미금초교)(하얀마을사거리→까치마을사거리),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
G8523,경기도,성남시,고속국도,,경부고속도로,1,경기도 성남시 분당구 금곡동 266-2,37.35390401,127.1034521,"경부고속도로 401.8km 종점 3,4차로",99,110,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
분당판교-A-103,경기도,성남시,기타,,서판교로88번길,3,경기도 성남시 분당구 판교동 551번지,37.394304,127.098913,낙생초등학교,4,0,일반,2014,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-2,경기도,성남시,기타,,동판교로,3,경기도 성남시 분당구 삼평동 718,37.402585,127.117684,봇들마을 4단지 앞,4,0,일반,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-5,경기도,성남시,기타,,동판교로,3,경기도 성남시 분당구 삼평동 740,37.397321,127.113562,봇들교사거리 백범초교 앞,4,0,일반,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-8,경기도,성남시,지방도,,대왕판교로,3,경기도 성남시 분당구 삼평동 668-3,37.401574,127.105347,판교테크노2사거리-&amp;gt;판교테크노중앙사거리,4,0,일반,2011,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-D-1,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 수내동 21-3,37.377771,127.111777,판테온부근,4,0,일반,2010,경기도 성남시청,031-729-8743,2025-11-11
G2303,경기도,성남시,기타,,분당수서간고속화도로,2,경기도 성남시 분당구 야탑동 485-2,37.40993401,127.1184411,탄천운동장 앞 분당-수서간고속화도로(탄천IC-&amp;gt;분당구청),1,80,일반,2018,경기도남부경찰청,031-888-3952,2025-09-08
H5139,경기도,성남시,시도,,미금일로70번길,3,경기도 성남시 분당구 구미동 63번지 까치마을,37.3477866,127.1120762,꿈터유치원 어린이보호구역(구미동어린이집→구미1동행정복지센터),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
G8876,경기도,성남시,시도,,판교로,2,경기도 성남시 분당구 이매동 99,37.4052522,127.1272612,삼환아파트 1101동 앞 어린이보호구역(하탑초교)(삼평동→야탑동),2,30,일반,2021,경기도남부경찰청,031-888-3952,2025-09-08
H7367,경기도,성남시,시도,,무지개로,3,경기도 성남시 분당구 구미동 303-3,37.3366305,127.1135488,LG2단지아파트(동은유치원)(새터공원→오리교2사거리),2,50,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7370,경기도,성남시,시도,,양현로,3,경기도 성남시 분당구 야탑동 394-3,37.4167125,127.1266862,야탑초교 앞 어린이보호구역(야탑초교→야탑중학교),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H4158,경기도,성남시,시도,,탄천로,3,경기도 성남시 분당구 이매동 136번지,37.4009112,127.1234173,성남매송초교 입구 어린이보호구역(탄천종합운동장→이매고교),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
분당야탑1-D-2,경기도,성남시,기타,,야탑로,3,경기도 성남시 분당구 야탑동 357-3,37.41094,127.127486,뉴코아아울렛,4,0,일반,2009,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-A-4,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 수내동 35,37.376826,127.117592,초림초등학교 후문,4,0,일반,2012,경기도 성남시청,031-729-8743,2025-11-11
H7350,경기도,성남시,시도,,수내로,3,경기도 성남시 분당구 분당동 38번지 샛별마을,37.3706375,127.1272969,수내중학교맞은편 어린이보호구역(샛별유치원)(샛별삼거리→샛별사거리),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7353,경기도,성남시,시도,,판교로,3,경기도 성남시 분당구 야탑동 551-1,37.40552148,127.1268798,타워빌505동앞 어린이보호구역(하탑초교)(하탑사거리→아름사거리),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
분당수내2-D-1,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 수내동 53,37.371531,127.122101,돌고래재래시장앞,4,0,일반,2008,경기도 성남시청,031-729-8743,2025-11-11
J0571,경기도,성남시,시도,,판교대장로,3,경기도 성남시 분당구 대장동 619,37.3675113,127.0682798,판교풍경채어바니티7단지 앞 어린이보호구역(대장초교)(고기동→서판교터널),2,30,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
J0575,경기도,성남시,시도,,판교원로82번길,3,경기도 성남시 분당구 운중동 917-13,37.3855166,127.0741815,서판교성당 전 100m지점(운중도서관→서판교터널),2,50,일반,2023,경기도남부경찰청,031-888-3952,2025-09-08
H6294,경기도,성남시,시도,,양현로94번길,3,경기도 성남시 분당구 이매동 121,37.3912467,127.1254189,이매촌5단지 입구 어린이보호구역(안말초)(안말초교→이매촌3단지),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H2850,경기도,성남시,시도,,동판교로,3,경기도 성남시 분당구 백현동 546-6,37.3890946,127.1166548,화랑초등학교 앞 어린이보호구역(판교어린이도서관→보평고교),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
H2853,경기도,성남시,시도,,탄천로,3,경기도 성남시 분당구 이매동 152-2,37.4012113,127.1236563,매송초교 입구 삼거리 어린이보호구역(이매고교→탄천종합운동장,2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
J1558,경기도,용인시,시도,,중부대로,3,경기도 성남시 분당구 수내동 36,37.3757239,127.1197971,"수원CC사거리 1,2차로(강남대역→기흥역)",2,50,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
J1559,경기도,용인시,시도,,중부대로,3,경기도 성남시 분당구 수내동 36,37.3757239,127.1197971,"수원CC사거리 3,4차로(강남대역→기흥역)",2,50,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
